StudentID,CourseCode,AttendanceStatus,Grade
562,PY76,Offline,75.17
563,CS11,Online,77.89
563,MB37,Online,98.81
563,DS68,Offline,95.42
564,BI36,Online,84.96
564,CS11,Offline,96.67
564,DS58,Online,99.72
565,CS42,Offline,88.46
565,BI38,Online,74.19
566,DS09,Offline,67.68
566,WD67,Offline,99.28
566,TS34,Online,79.58
566,MB44,Online,62.08
567,CS20,Offline,99.85
567,DV35,Offline,61.62
567,WD77,Offline,86.38
568,DS14,Online,89.39
568,CS66,Online,72.11
568,CS57,Online,96.18
568,AI27,Offline,75.54
569,MB40,Offline,88.29
569,AI27,Online,97.72
569,DV89,Offline,82.1
569,TS90,Offline,71.27
569,BI19,Online,96.53
570,TS34,Online,60.92
570,DV47,Online,92.25
570,BI83,Online,69.72
570,DS72,Online,74.94
570,DV25,Online,82.88
571,CS42,Online,88.92
571,BI38,Offline,94.81
572,MB52,Offline,91.45
572,AI33,Online,84.5
572,DV50,Online,88.17
572,PY74,Online,96.72
572,DV35,Online,67.42
573,UX53,Online,88.68
573,PY63,Offline,72.82
573,BI36,Online,79.04
573,MB39,Online,88.33
573,CS64,Offline,84.22
574,UX31,Online,77.7
574,DS59,Online,63.18
574,DV60,Online,70.53
575,WD23,Online,93.94
575,UX93,Online,66.5
575,DS10,Offline,84.06
575,CS20,Offline,68.73
575,DS14,Offline,92.98
576,DS10,Offline,90.17
576,MB16,Online,62.46
576,WD28,Offline,73.77
576,PY07,Online,84.79
576,DS68,Offline,63.2
577,MB54,Offline,87.92
577,WD28,Online,82.77
577,AI55,Offline,78.03
577,MB56,Offline,74.82
577,MB52,Offline,90.54
578,CS05,Online,87.63
578,MB26,Offline,78.6
578,PY62,Offline,72.97
578,DS72,Offline,78.54
579,CS49,Offline,76.78
579,CS12,Online,94.93
579,AI88,Offline,75.26
579,MB37,Online,75.98
580,AI86,Online,68.68
580,WD73,Online,75.65
580,DV47,Online,70.84
581,UX87,Online,72.14
581,MB03,Offline,69.11
581,AI100,Offline,84.27
582,UX41,Online,74.13
582,DV98,Online,62.68
582,AI33,Offline,88.24
582,DV35,Offline,65.66
583,MB39,Online,98.27
583,MB54,Online,73.54
583,UX53,Offline,87.36
583,BI36,Offline,84.47
583,CS64,Online,81.19
584,CS75,Offline,62.52
584,CS42,Offline,74.8
584,CS70,Online,68.38
584,UX41,Offline,87.53
585,DS61,Offline,83.09
585,DV89,Offline,87.93
585,AI33,Online,98.62
585,CS12,Online,88.32
586,BI36,Online,72.54
586,MB54,Online,75.37
586,UX53,Online,84.94
586,MB39,Online,81.17
586,CS64,Offline,84.1
587,DV50,Offline,88.48
587,AI55,Offline,93.91
587,PY85,Online,78.95
587,MB03,Online,85.32
587,AI97,Offline,74.25
588,CS42,Offline,99.41
588,DS59,Online,92.97
588,BI19,Online,98.31
588,WD94,Online,71.82
588,PY62,Online,89.42
589,CS22,Offline,69.93
589,PY85,Offline,76.92
589,DV98,Online,71.93
590,CS42,Online,86.07
590,UX41,Offline,63.15
590,UX13,Offline,91.03
591,MB54,Online,83.75
591,MB56,Offline,64.31
591,AI55,Offline,78.24
592,BI83,Online,83.46
592,UX71,Offline,98.24
592,UX41,Online,62.1
593,CS20,Offline,93.27
593,DS65,Offline,82.01
593,CS64,Offline,85.85
593,PY07,Offline,67.12
594,WD77,Online,95.33
594,CS42,Online,88.91
594,DV35,Online,79.87
594,MB03,Online,65.6
594,CS22,Online,80.91
595,WD32,Online,76.51
595,PY63,Online,79.7
595,BI08,Online,80.99
595,DV50,Offline,87.78
595,UX96,Online,92.57
596,PY15,Online,62.26
596,PY63,Online,62.1
596,PY82,Online,79.15
596,BI83,Online,68.76
597,DV89,Offline,72.92
597,TS90,Offline,60.77
597,MB40,Offline,79.69
598,MB40,Online,68.35
598,CS11,Offline,60.29
598,UX87,Online,83.26
598,DS58,Offline,80.37
598,CS12,Online,75.89
599,TS29,Offline,70.63
599,WD73,Offline,80.44
599,DS45,Online,93.39
600,PY82,Offline,64.77
600,PY62,Offline,78.07
600,UX53,Offline,84.13
600,PY15,Offline,68.18
600,MB37,Online,61.67
601,DS45,Offline,93.32
601,CS18,Online,95.47
601,PY76,Offline,74.44
602,DS84,Online,80.44
602,MB54,Offline,60.49
602,CS75,Online,94.41
603,DS65,Offline,99.37
603,MB37,Online,96.83
603,PY62,Offline,82.43
604,DS59,Online,94.11
604,PY07,Online,94.29
604,BI36,Offline,97.21
604,BI19,Offline,77.8
605,MB69,Online,98.84
605,UX93,Offline,63.04
605,DS72,Offline,86.15
605,MB54,Offline,90.82
605,MB26,Online,72.08
606,DV47,Online,95.21
606,DV60,Offline,66.98
606,WD32,Online,63.44
606,DV95,Online,78.21
607,TS90,Online,89.26
607,MB40,Online,68.62
607,DV89,Offline,87.12
607,BI19,Online,61.49
607,AI27,Offline,93.22
608,BI08,Online,98.38
608,DS10,Offline,88.4
608,DS59,Offline,68.11
608,UX31,Offline,60.98
609,MB16,Online,99.83
609,TS46,Online,94.94
609,CS51,Offline,82.36
609,MB40,Offline,91.68
610,PY63,Offline,78.25
610,BI36,Offline,81.78
610,CS18,Offline,86.34
610,DV47,Offline,89.05
610,AI27,Online,72.83
611,PY62,Offline,99.34
611,AI17,Offline,65.91
611,WD94,Offline,87.03
611,AI33,Offline,74.41
611,DS61,Offline,63.46
612,UX93,Offline,90.15
612,WD80,Online,95.59
612,MB37,Offline,80.25
612,DV60,Online,83.95
613,CS42,Online,92.99
613,BI38,Offline,63.27
614,PY82,Online,83.02
614,TS46,Offline,97.38
614,BI02,Online,89.59
614,DS10,Offline,79.57
615,DS58,Offline,68.76
615,CS64,Offline,89.99
615,BI36,Online,69.03
615,MB54,Offline,66.23
616,PY48,Online,96.63
616,BI19,Offline,69.67
616,PY63,Offline,72.11
616,DS59,Online,81.68
616,PY62,Online,98.06
617,DS09,Offline,64.84
617,AI86,Online,93.11
617,BI83,Online,62.68
618,WD32,Online,87.91
618,WD73,Offline,73.73
618,TS34,Offline,68.34
618,AI97,Offline,84.77
619,CS11,Offline,74.06
619,CS49,Offline,88.03
619,BI38,Offline,90.12
619,DS68,Online,76.91
620,BI83,Online,98.51
620,WD30,Online,78.99
620,DS84,Online,63.32
620,DS79,Online,78.19
620,DS45,Offline,69.66
621,DS09,Offline,68.66
621,AI17,Offline,63.8
621,AI78,Online,83.74
621,MB44,Online,97.42
622,MB01,Offline,87.89
622,CS49,Offline,92.05
622,CS42,Online,70.13
622,CS11,Online,87.93
623,AI78,Online,71.61
623,MB56,Offline,77.07
623,WD43,Online,98.74
623,PY62,Online,67.96
624,DV60,Offline,61.75
624,DS10,Online,68.94
624,DS84,Offline,69.15
624,CS05,Offline,92.34
625,MB01,Online,89.61
625,PY21,Online,77.52
625,MB37,Offline,91.77
626,DS79,Online,76.74
626,BI83,Online,71.16
626,MB54,Offline,62.68
626,CS75,Online,70.51
627,DV81,Online,64.84
627,DS45,Online,63.46
627,MB39,Online,86.59
627,WD67,Offline,86.39
627,DV25,Offline,82.29
628,WD32,Offline,64.63
628,DS61,Online,69.29
628,CS42,Online,72.01
628,AI78,Offline,60.45
629,DV47,Offline,83.42
629,PY63,Online,72.13
629,AI27,Online,72.78
630,PY24,Offline,79.13
630,MB26,Online,63.96
630,TS34,Offline,82.12
631,CS04,Online,94.45
631,MB01,Online,79.11
631,MB26,Online,82.65
631,CS05,Online,85.08
631,BI02,Offline,93.59
632,AI55,Offline,61.72
632,WD73,Offline,91.23
632,BI36,Online,67.7
632,DS09,Offline,75.63
633,UX41,Online,83.96
633,BI83,Offline,79.89
633,UX71,Online,77.31
633,CS12,Online,76.69
633,BI06,Online,88.18
634,PY63,Offline,71.23
634,DV50,Offline,72.14
634,CS18,Offline,96.77
635,WD23,Offline,73.48
635,DV25,Offline,99.01
635,PY24,Online,70.06
635,UX13,Offline,97.37
636,BI38,Online,82.64
636,DV60,Offline,98.89
636,DS59,Online,93.03
636,AI86,Offline,71.14
637,BI06,Online,87.48
637,PY07,Offline,88.5
637,BI08,Offline,68.18
637,DS09,Offline,83.27
637,TS46,Online,64.69
638,AI33,Online,95.49
638,DS61,Offline,75.0
638,UX53,Offline,79.37
638,AI97,Offline,97.3
638,TS34,Offline,81.5
639,BI36,Online,98.66
639,BI19,Offline,60.13
639,CS18,Online,92.48
640,DV89,Offline,80.44
640,WD77,Offline,67.97
640,CS12,Online,99.26
640,AI78,Offline,83.81
641,MB03,Online,67.24
641,BI02,Offline,90.4
641,CS05,Online,61.64
641,MB01,Online,71.09
642,TS29,Online,61.6
642,AI27,Online,60.39
642,CS75,Offline,99.07
642,WD73,Offline,71.37
642,PY76,Online,69.22
643,MB37,Online,66.07
643,MB03,Offline,90.49
643,DS10,Online,92.23
643,CS05,Offline,68.13
643,PY21,Online,98.18
644,DV50,Offline,92.38
644,DS45,Online,63.83
644,DV98,Offline,68.84
645,MB16,Online,60.13
645,BI38,Offline,77.41
645,PY07,Offline,77.85
645,WD43,Online,64.01
646,PY85,Offline,66.02
646,AI97,Offline,94.02
646,CS49,Offline,60.92
647,MB26,Offline,60.83
647,PY24,Offline,93.53
647,DS61,Online,74.92
647,DV60,Online,84.04
648,WD67,Offline,74.13
648,TS34,Offline,69.95
648,BI38,Offline,95.94
648,AI33,Offline,84.02
648,MB44,Offline,98.43
649,BI92,Online,75.55
649,AI78,Offline,74.38
649,AI17,Online,79.64
649,WD80,Offline,96.37
649,AI86,Online,77.49
650,PY21,Offline,66.32
650,DS10,Online,94.15
650,MB37,Online,93.84
650,MB03,Offline,74.58
651,BI19,Online,70.02
651,CS18,Offline,78.12
651,PY63,Offline,65.67
652,AI27,Offline,66.67
652,PY62,Online,69.27
652,CS75,Online,84.84
652,PY76,Online,71.53
653,PY48,Online,84.11
653,CS57,Online,62.7
653,DS14,Online,70.76
653,CS66,Online,81.36
654,WD43,Online,81.35
654,CS57,Online,69.83
654,MB56,Online,73.02
654,PY62,Online,90.65
655,BI19,Online,78.76
655,BI38,Online,69.68
655,DS59,Offline,82.95
655,PY07,Offline,78.5
655,MB37,Offline,67.01
656,MB26,Online,62.68
656,DS61,Offline,65.44
656,DV60,Offline,78.43
657,MB54,Offline,91.46
657,MB56,Offline,90.07
657,AI55,Offline,66.68
657,MB52,Offline,65.05
658,AI55,Offline,93.68
658,WD32,Online,84.18
658,DS59,Offline,75.3
659,BI83,Online,90.01
659,DS79,Online,77.42
659,CS75,Online,78.0
659,DS84,Online,85.96
660,BI36,Online,96.15
660,AI55,Offline,79.47
660,UX31,Offline,88.52
660,DS09,Offline,95.3
661,CS05,Online,95.88
661,DS84,Online,71.82
661,DS10,Online,74.02
661,DV60,Offline,95.48
662,CS42,Offline,92.84
662,BI38,Offline,61.62
663,PY63,Offline,96.88
663,BI08,Online,60.44
663,BI92,Online,65.84
663,WD32,Offline,62.4
664,AI78,Offline,91.94
664,AI17,Offline,73.88
664,WD80,Offline,71.4
664,BI92,Online,92.05
664,AI86,Online,95.34
665,CS20,Online,99.95
665,DV47,Online,97.32
665,DV25,Offline,73.21
665,BI08,Offline,89.26
666,CS05,Offline,71.03
666,AI33,Online,61.68
666,MB03,Offline,60.48
666,WD73,Online,67.78
666,MB52,Online,76.7
667,MB44,Online,99.64
667,AI27,Online,94.35
667,CS75,Offline,89.09
668,UX53,Offline,64.57
668,DV89,Offline,92.47
668,CS42,Offline,84.67
669,BI38,Offline,85.26
669,CS42,Offline,81.07
670,CS64,Online,77.35
670,MB54,Offline,73.13
670,MB39,Offline,79.95
670,UX53,Offline,62.05
670,DS58,Offline,92.07
671,WD99,Online,95.23
671,DS59,Online,78.57
671,DS91,Online,97.04
671,BI38,Offline,76.51
672,AI86,Online,66.5
672,DV95,Offline,97.94
672,DS59,Online,91.0
672,WD32,Online,77.42
673,CS18,Offline,97.5
673,DV81,Online,72.32
673,AI88,Offline,95.16
673,PY63,Offline,97.11
674,BI36,Offline,69.73
674,CS20,Online,73.44
674,TS29,Offline,83.74
674,PY15,Online,64.03
675,MB03,Offline,79.71
675,MB01,Online,97.37
675,PY21,Online,99.67
676,BI06,Online,71.66
676,PY07,Offline,87.15
676,DS09,Offline,86.64
677,DS10,Offline,64.0
677,CS05,Online,99.53
677,CS64,Online,92.86
678,MB16,Online,70.69
678,AI27,Offline,84.62
678,TS29,Online,93.27
679,MB26,Offline,66.3
679,MB01,Online,79.86
679,MB03,Online,87.56
679,CS05,Online,75.74
680,MB69,Offline,98.07
680,DV47,Offline,71.75
680,PY85,Offline,76.72
680,DS59,Online,91.77
681,BI08,Online,88.13
681,PY07,Online,63.18
681,DS09,Online,65.91
681,BI06,Offline,65.04
682,CS11,Online,88.75
682,MB16,Offline,76.4
682,PY76,Offline,97.5
682,AI17,Online,95.82
682,CS18,Online,74.57
683,DS10,Online,93.64
683,PY07,Offline,75.58
683,WD28,Offline,78.54
683,MB69,Offline,91.35
684,AI27,Offline,98.32
684,DV89,Online,60.3
684,TS90,Online,98.17
684,MB40,Offline,63.73
685,BI06,Offline,98.28
685,PY07,Online,88.83
685,WD30,Offline,61.54
685,CS20,Online,85.26
686,AI17,Offline,90.86
686,BI92,Online,68.44
686,AI78,Offline,87.21
686,WD80,Offline,81.23
686,AI86,Online,77.4
687,DS10,Offline,61.78
687,MB44,Offline,60.72
687,TS46,Online,78.98
687,CS64,Offline,97.16
687,BI02,Online,96.92
688,CS11,Online,92.67
688,UX71,Offline,75.79
688,UX41,Online,81.23
688,CS42,Online,68.87
688,CS75,Offline,69.56
689,BI06,Offline,81.41
689,DS09,Offline,60.65
689,TS46,Offline,90.76
690,MB01,Online,94.21
690,CS05,Offline,82.43
690,PY21,Offline,67.09
690,DS10,Online,60.57
690,MB37,Offline,63.19
691,MB52,Offline,66.76
691,MB54,Offline,86.87
691,WD28,Offline,66.47
691,AI55,Offline,68.16
691,MB56,Online,74.46
692,CS22,Online,94.12
692,UX13,Online,98.14
692,DV25,Online,91.15
692,WD23,Offline,98.61
693,WD77,Online,80.02
693,DV89,Offline,80.43
693,TS34,Offline,86.72
694,PY21,Offline,67.06
694,DV35,Online,81.81
694,UX31,Offline,89.01
694,WD28,Online,99.68
695,PY07,Online,79.15
695,BI08,Offline,61.19
695,DS09,Offline,91.71
696,CS18,Online,84.84
696,PY85,Offline,90.94
696,WD77,Online,99.05
696,DV47,Online,93.38
697,TS90,Offline,67.96
697,AI27,Online,61.46
697,DV89,Online,60.15
697,MB40,Offline,60.68
698,MB37,Offline,94.48
698,BI38,Online,65.36
698,DS68,Online,83.79
698,CS49,Online,83.72
698,CS11,Offline,79.77
699,MB37,Offline,69.84
699,WD80,Offline,71.74
699,PY63,Online,62.2
699,CS64,Offline,86.59
699,BI02,Online,87.84
700,CS05,Online,99.01
700,CS64,Offline,63.0
700,MB37,Offline,89.55
700,DS84,Offline,60.91
701,MB40,Online,97.26
701,MB16,Online,74.5
701,TS29,Online,98.99
701,WD28,Offline,72.73
702,CS42,Online,69.26
702,BI38,Offline,72.46
703,WD67,Offline,64.02
703,AI17,Offline,90.09
703,WD77,Online,72.48
703,WD43,Offline,63.72
703,UX31,Offline,70.76
704,MB52,Online,64.27
704,DS10,Offline,61.7
704,DS14,Offline,76.24
705,CS05,Online,63.28
705,AI33,Online,67.41
705,DV50,Online,85.23
706,TS34,Online,89.51
706,WD32,Online,99.59
706,BI92,Online,87.26
707,DS14,Online,62.37
707,CS57,Online,84.53
707,PY48,Offline,67.7
707,AI27,Offline,73.77
708,MB03,Offline,69.96
708,PY85,Online,88.28
708,CS49,Offline,85.93
708,DV50,Offline,60.06
709,AI86,Online,83.06
709,DS59,Online,98.69
709,DV95,Online,65.3
710,BI08,Online,89.25
710,DV98,Offline,65.32
710,DV35,Online,71.06
711,WD43,Online,93.2
711,MB16,Online,76.53
711,DV25,Offline,68.25
712,CS18,Offline,73.0
712,BI19,Offline,75.15
712,DV81,Offline,77.74
713,MB69,Offline,67.52
713,AI100,Online,79.6
713,MB03,Offline,77.5
714,WD28,Online,91.26
714,AI27,Online,89.93
714,MB16,Offline,68.15
714,TS29,Online,95.25
715,AI33,Offline,90.76
715,WD77,Offline,91.43
715,CS42,Online,83.46
716,MB40,Offline,93.58
716,CS66,Offline,70.79
716,MB56,Offline,68.82
716,PY62,Online,60.69
717,BI92,Online,99.46
717,TS34,Online,64.39
717,UX96,Offline,80.88
718,CS42,Offline,60.81
718,DV35,Online,69.65
718,MB03,Offline,70.08
718,CS20,Online,90.31
718,CS22,Online,85.1
719,DS79,Offline,60.06
719,UX41,Online,67.49
719,WD30,Offline,88.84
719,CS75,Offline,70.05
719,DS84,Offline,83.45
720,MB03,Offline,84.98
720,CS04,Online,72.99
720,CS05,Offline,74.28
720,MB01,Online,81.3
720,MB26,Offline,69.1
721,PY63,Online,69.25
721,BI92,Online,68.2
721,UX96,Offline,81.4
721,DV50,Online,64.1
721,BI08,Offline,88.74
722,DV60,Online,61.46
722,BI38,Online,96.73
722,DS59,Offline,64.81
723,BI83,Offline,96.94
723,UX71,Online,63.74
723,BI06,Offline,91.64
723,CS12,Online,61.77
724,CS12,Online,91.83
724,UX41,Offline,64.0
724,BI83,Online,96.99
724,BI06,Offline,60.0
724,UX71,Offline,97.39
725,TS29,Online,99.23
725,TS34,Online,86.69
725,UX13,Online,66.88
725,DS45,Online,69.37
726,TS34,Online,67.91
726,BI36,Offline,78.43
726,CS20,Offline,69.03
727,MB01,Offline,85.09
727,BI02,Offline,93.39
727,MB26,Offline,66.16
728,PY62,Online,66.86
728,CS20,Online,81.32
728,PY76,Offline,64.34
729,WD73,Offline,64.34
729,MB52,Online,87.99
729,AI33,Online,70.65
730,DS58,Offline,77.0
730,BI36,Offline,71.17
730,UX53,Offline,84.25
730,CS64,Online,67.85
730,MB39,Offline,75.02
731,WD30,Online,96.03
731,PY21,Online,89.48
731,UX31,Online,82.4
731,MB26,Offline,96.37
731,WD28,Online,62.11
732,PY76,Online,96.32
732,CS18,Online,69.66
732,DS45,Online,73.56
733,WD28,Online,61.76
733,AI55,Offline,94.01
733,MB52,Online,65.59
733,MB54,Online,87.95
733,MB56,Online,80.72
734,DS91,Offline,78.44
734,DS10,Offline,99.71
734,CS12,Offline,61.2
734,DV25,Online,91.2
734,DS14,Online,94.52
735,DS79,Online,87.52
735,WD32,Offline,98.12
735,TS34,Online,77.56
735,CS42,Offline,62.29
735,AI97,Online,88.77
736,TS34,Offline,90.1
736,WD73,Offline,66.37
736,DS61,Online,84.01
736,WD32,Offline,71.49
737,PY07,Online,72.56
737,MB16,Offline,61.62
737,BI38,Offline,78.69
737,WD43,Online,83.97
737,BI36,Online,86.48
738,DV47,Offline,63.55
738,DS72,Offline,81.2
738,BI83,Offline,75.11
739,UX93,Offline,80.47
739,DV60,Offline,74.78
739,BI02,Online,74.65
740,UX96,Online,82.1
740,DV50,Online,85.0
740,TS34,Online,76.27
741,DV50,Offline,91.46
741,MB56,Online,90.89
741,MB40,Online,65.03
742,DS10,Offline,70.11
742,MB01,Online,95.61
742,MB37,Online,70.46
743,AI78,Online,75.12
743,TS34,Online,81.13
743,MB44,Online,75.99
743,WD99,Online,66.19
743,AI33,Online,65.66
744,DS61,Offline,76.31
744,DV60,Online,60.83
744,PY24,Offline,90.26
744,TS34,Online,74.73
745,CS49,Offline,98.43
745,MB03,Offline,63.29
745,PY85,Online,92.88
745,CS18,Offline,97.82
745,AI55,Offline,66.27
746,DV60,Online,88.84
746,TS34,Offline,73.6
746,PY24,Online,71.75
746,MB26,Online,86.75
747,BI38,Offline,91.68
747,CS42,Offline,80.52
748,BI83,Offline,69.66
748,DS09,Online,93.22
748,UX53,Offline,73.26
748,PY62,Online,78.63
748,AI86,Online,86.95
749,CS42,Online,68.19
749,DV35,Online,68.36
749,WD77,Offline,67.77
749,CS20,Offline,83.48
750,DS10,Online,63.78
750,CS12,Offline,81.05
750,UX93,Online,81.78
750,MB52,Online,69.64
750,UX96,Online,85.23
751,UX71,Offline,85.76
751,UX41,Online,61.57
751,BI06,Offline,94.19
752,WD28,Offline,63.81
752,MB56,Offline,91.16
752,AI55,Online,60.43
752,MB52,Online,68.35
752,MB54,Online,99.89
753,WD43,Offline,64.48
753,AI17,Online,93.5
753,DV81,Online,69.78
754,DV81,Offline,92.92
754,DS45,Online,98.41
754,CS70,Offline,96.67
754,UX31,Online,75.67
755,CS75,Online,92.34
755,CS42,Offline,64.35
755,UX13,Offline,69.03
755,UX71,Offline,81.2
755,CS49,Offline,93.52
756,MB69,Online,84.26
756,PY85,Online,62.94
756,CS18,Offline,71.0
756,DV47,Offline,76.73
756,AI86,Online,70.21
757,BI92,Online,80.79
757,UX96,Offline,97.63
757,BI08,Online,93.18
758,TS34,Offline,77.41
758,DV60,Online,80.77
758,DS61,Online,64.66
758,MB26,Online,77.06
758,PY24,Online,97.55
759,BI19,Offline,75.62
759,DV25,Online,92.73
759,UX93,Online,75.45
760,DV47,Online,98.11
760,WD99,Online,70.16
760,DS59,Offline,74.23
760,DV95,Offline,80.36
760,BI38,Online,77.45
761,UX71,Online,84.85
761,BI83,Offline,71.62
761,UX41,Online,64.63
762,CS64,Online,73.7
762,PY63,Online,79.08
762,BI02,Online,76.3
762,DV60,Online,69.35
763,CS11,Offline,78.06
763,UX87,Online,84.23
763,DS58,Online,80.3
763,BI36,Online,92.13
764,BI08,Offline,83.32
764,DS10,Online,76.11
764,DV60,Offline,90.67
764,AI55,Offline,94.78
765,BI36,Online,81.41
765,WD43,Offline,83.17
765,BI19,Online,65.88
765,BI38,Online,71.78
765,MB16,Offline,82.78
766,MB52,Online,93.57
766,MB56,Online,71.78
766,WD28,Online,91.05
767,BI36,Offline,84.89
767,DS84,Online,99.6
767,UX31,Offline,66.2
767,DS09,Online,78.29
768,WD94,Offline,82.47
768,AI17,Online,80.8
768,DS61,Online,73.03
768,PY62,Offline,86.01
769,TS34,Online,95.89
769,WD43,Offline,95.49
769,DS09,Online,99.26
769,WD67,Offline,73.65
769,BI38,Online,76.25
770,TS46,Online,91.34
770,CS05,Offline,82.92
770,DS84,Offline,76.28
770,CS64,Online,96.94
771,UX87,Offline,63.93
771,MB03,Online,90.66
771,WD67,Offline,82.86
772,MB54,Offline,75.95
772,DS59,Online,69.62
772,PY85,Offline,93.99
773,BI19,Online,60.04
773,TS90,Offline,84.02
773,AI27,Offline,62.5
773,DV89,Online,64.67
774,DS61,Online,92.57
774,AI33,Offline,92.94
774,WD94,Online,61.92
774,PY62,Online,75.01
775,PY62,Online,94.31
775,UX93,Offline,62.17
775,MB69,Offline,90.95
776,DV98,Offline,85.08
776,BI08,Online,89.2
776,UX31,Online,85.5
776,MB26,Offline,60.67
776,WD30,Offline,77.63
777,BI36,Online,89.04
777,MB39,Offline,86.86
777,PY07,Online,73.78
777,BI19,Online,89.83
777,DS59,Offline,89.0
778,CS20,Online,90.76
778,UX13,Offline,60.91
778,PY15,Offline,62.69
778,UX71,Online,67.94
779,AI88,Offline,88.6
779,CS11,Online,68.1
779,DS58,Offline,64.35
779,CS05,Online,78.57
780,CS42,Online,84.12
780,BI38,Online,75.19
781,DS84,Offline,65.29
781,DS68,Offline,81.84
781,BI38,Offline,75.04
782,MB26,Offline,72.28
782,MB03,Online,89.04
782,MB01,Online,94.58
783,PY63,Online,98.92
783,WD32,Online,77.25
783,TS34,Offline,99.8
783,BI08,Online,78.07
784,UX31,Online,96.2
784,AI17,Offline,86.69
784,MB39,Online,96.61
784,DS45,Online,60.56
784,CS70,Online,85.56
785,AI33,Offline,80.78
785,PY63,Offline,66.86
785,DS58,Offline,89.38
785,UX53,Offline,91.38
786,BI02,Online,95.07
786,MB69,Online,81.74
786,DV47,Offline,76.34
786,CS57,Offline,69.16
786,CS70,Offline,98.39
787,AI17,Offline,87.23
787,PY76,Online,78.14
787,DS45,Online,76.11
788,UX41,Online,74.6
788,UX71,Online,75.04
788,CS12,Online,63.37
788,BI06,Online,67.22
789,PY62,Offline,60.59
789,AI86,Offline,81.56
789,PY15,Offline,97.48
789,DS09,Offline,76.2
789,UX53,Online,89.3
790,DS68,Offline,82.71
790,DS10,Offline,90.2
790,WD28,Online,82.3
790,PY07,Offline,69.41
790,MB69,Offline,91.33
791,BI06,Offline,91.94
791,WD30,Online,86.49
791,PY07,Offline,99.0
792,DS14,Online,71.93
792,UX96,Offline,93.85
792,CS11,Online,85.89
792,DV25,Offline,73.87
792,CS20,Offline,98.5
793,AI97,Online,74.28
793,CS49,Online,69.41
793,PY85,Offline,77.9
794,PY07,Offline,75.22
794,TS46,Online,98.54
794,DS09,Online,88.78
794,BI06,Offline,79.8
795,MB56,Offline,80.23
795,DV50,Online,93.48
795,MB40,Online,72.8
795,PY62,Online,79.76
795,WD43,Online,91.62
796,AI27,Online,74.75
796,DS14,Offline,95.32
796,CS66,Offline,90.22
796,CS57,Offline,75.24
796,PY48,Offline,87.42
797,MB01,Online,91.14
797,BI02,Offline,94.1
797,CS04,Offline,70.05
797,MB03,Offline,78.43
797,MB26,Offline,67.84
798,MB16,Online,85.36
798,PY07,Online,87.34
798,DS10,Offline,91.58
798,DS68,Online,94.65
799,BI38,Offline,66.58
799,WD99,Online,87.38
799,DS59,Offline,67.46
800,CS49,Online,98.75
800,CS12,Online,76.15
800,BI38,Online,94.73
800,DS68,Online,73.73
801,CS49,Online,82.4
801,AI97,Offline,74.77
801,DV50,Online,98.07
801,AI55,Offline,80.76
801,PY85,Offline,97.98
802,DV35,Offline,92.99
802,WD28,Online,60.3
802,MB26,Offline,85.13
802,BI19,Online,95.11
802,BI08,Online,97.05
803,MB44,Online,61.88
803,BI02,Offline,83.28
803,BI38,Offline,91.74
804,CS05,Offline,63.53
804,MB26,Offline,78.15
804,MB03,Offline,93.1
805,MB01,Offline,84.78
805,MB26,Online,92.7
805,CS04,Offline,89.11
806,AI33,Online,60.64
806,WD99,Offline,98.11
806,WD67,Online,87.89
806,WD43,Online,71.34
806,TS34,Online,61.41
807,CS18,Online,87.84
807,AI27,Offline,82.46
807,AI88,Online,90.31
807,BI36,Online,70.87
808,CS57,Offline,66.51
808,DS14,Online,97.41
808,AI27,Offline,76.64
809,PY48,Offline,71.18
809,DV47,Online,65.53
809,AI33,Offline,80.41
809,DS58,Offline,81.65
810,CS22,Offline,91.5
810,DS65,Offline,67.11
810,AI17,Online,72.18
810,PY07,Online,98.71
811,MB54,Online,61.71
811,AI33,Offline,74.9
811,PY63,Online,83.45
811,UX53,Online,62.91
811,DS58,Online,65.25
812,PY62,Online,60.22
812,DS61,Offline,79.22
812,WD94,Online,85.34
813,DV47,Offline,72.13
813,CS18,Offline,75.43
813,DV50,Offline,65.76
813,PY63,Online,76.92
814,AI17,Online,74.65
814,MB16,Online,96.77
814,DS45,Offline,68.37
814,CS11,Online,81.03
814,PY76,Online,88.3
815,CS18,Online,65.05
815,AI88,Online,95.15
815,DV81,Online,85.08
816,AI88,Online,80.78
816,CS11,Offline,70.5
816,DS68,Online,68.16
816,MB37,Offline,73.8
816,CS49,Online,90.68
817,TS29,Online,91.48
817,PY15,Offline,79.2
817,DS45,Offline,70.41
817,BI36,Offline,82.48
818,MB44,Online,73.02
818,TS34,Online,80.44
818,WD67,Offline,75.3
818,AI33,Online,89.18
819,WD28,Online,85.82
819,BI19,Online,62.53
819,DV35,Online,67.93
819,BI08,Online,97.03
820,CS75,Online,66.21
820,DS45,Online,89.64
820,DS79,Online,98.21
820,WD30,Offline,91.98
820,UX41,Online,85.61
821,DS59,Online,95.87
821,PY48,Offline,86.13
821,BI19,Online,91.57
822,PY24,Offline,64.89
822,CS22,Offline,89.48
822,DV25,Offline,68.75
822,WD23,Offline,71.59
822,UX13,Online,82.84
823,UX96,Online,67.22
823,BI08,Offline,84.14
823,DV50,Offline,60.11
823,TS34,Online,77.61
824,DS09,Offline,90.39
824,PY62,Offline,88.75
