ExamID,StudentID,Score
17,475,90.08
176,475,56.22
177,475,97.95
178,475,92.22
54,475,66.52
55,475,99.02
56,475,84.12
104,476,62.04
105,476,66.19
174,476,85.29
175,476,74.53
89,476,87.23
90,476,87.78
51,476,93.73
52,476,65.04
53,476,99.64
141,476,53.57
142,476,70.56
143,476,87.79
130,477,75.87
131,477,64.38
132,477,62.22
241,477,87.43
242,477,92.97
243,477,93.41
219,477,83.56
220,477,59.79
141,477,75.61
142,477,61.04
143,477,86.0
57,477,54.23
58,477,88.49
100,478,92.51
101,478,57.07
172,478,77.46
173,478,68.87
78,478,66.67
79,478,98.34
49,478,80.52
50,478,60.42
43,479,87.95
44,479,82.14
45,479,75.19
247,479,68.44
248,479,95.33
249,479,95.19
152,480,74.49
153,480,67.51
241,480,68.8
242,480,73.74
243,480,94.58
233,480,69.36
234,480,70.75
235,480,52.58
119,481,59.72
120,481,71.12
121,481,62.69
75,481,84.0
76,481,60.56
77,481,79.76
21,481,70.15
22,481,89.04
23,481,68.88
221,482,86.94
222,482,62.23
223,482,55.25
194,482,53.6
195,482,98.15
130,482,59.81
131,482,68.54
132,482,83.98
186,482,54.44
187,482,85.7
1,483,87.14
2,483,52.39
3,483,94.14
78,483,91.91
79,483,94.3
172,483,65.07
173,483,93.32
212,483,73.05
213,483,94.31
214,483,58.65
244,483,70.67
245,483,56.8
246,483,62.25
135,484,69.62
136,484,76.91
137,484,84.83
61,484,75.47
62,484,95.09
63,484,77.71
179,484,94.32
180,484,74.42
172,485,74.79
173,485,89.18
83,485,98.31
84,485,92.93
85,485,80.66
73,485,84.21
74,485,82.5
102,485,97.05
103,485,91.97
57,486,85.64
58,486,56.92
138,486,67.71
139,486,59.51
140,486,87.5
110,486,89.36
111,486,93.91
147,487,93.46
148,487,98.12
149,487,89.2
219,487,73.81
220,487,73.29
104,487,77.88
105,487,64.07
138,487,63.26
139,487,57.51
140,487,97.91
57,487,74.0
58,487,73.36
119,488,54.03
120,488,79.84
121,488,67.54
71,488,64.9
72,488,53.8
64,488,87.72
65,488,88.33
135,488,82.59
136,488,60.4
137,488,81.1
59,489,52.91
60,489,51.62
181,489,85.88
182,489,78.55
183,489,63.89
57,489,51.67
58,489,70.45
152,490,69.92
153,490,86.3
191,490,57.5
192,490,87.24
193,490,86.12
160,490,67.17
161,490,76.27
43,491,97.93
44,491,66.68
45,491,82.86
66,491,68.27
67,491,67.1
32,491,59.01
33,491,60.01
244,491,83.84
245,491,97.07
246,491,71.49
21,491,51.59
22,491,84.18
23,491,95.77
13,492,88.13
14,492,93.09
188,492,51.84
189,492,73.32
190,492,92.77
64,492,78.53
65,492,53.93
89,492,53.0
90,492,62.28
59,493,65.38
60,493,99.48
212,493,83.28
213,493,91.22
214,493,53.89
91,493,80.0
92,493,88.27
91,494,75.09
92,494,79.58
41,494,69.96
42,494,65.72
165,494,54.02
166,494,77.38
95,494,84.14
96,494,65.91
97,494,60.75
59,495,98.08
60,495,89.38
57,495,63.83
58,495,71.32
181,495,65.6
182,495,65.32
183,495,72.43
125,496,96.17
126,496,75.54
127,496,88.21
224,496,70.42
225,496,74.34
226,496,50.0
150,496,86.03
151,496,86.65
215,496,70.58
216,496,83.56
51,496,92.92
52,496,91.69
53,496,77.38
100,497,57.36
101,497,80.71
75,497,87.02
76,497,85.6
77,497,68.44
204,497,67.15
205,497,80.02
75,498,68.75
76,498,76.34
77,498,80.94
167,498,63.81
168,498,58.2
169,498,61.63
157,498,61.58
158,498,86.5
159,498,78.71
89,498,59.3
90,498,71.14
157,499,64.29
158,499,50.87
159,499,63.91
212,499,74.06
213,499,62.1
214,499,76.75
27,499,58.74
28,499,57.78
59,499,62.67
60,499,67.73
186,499,60.81
187,499,54.41
162,500,69.43
163,500,51.61
164,500,74.23
64,500,72.55
65,500,62.18
36,500,77.59
37,500,91.9
38,500,62.67
104,501,86.66
105,501,75.02
141,501,58.38
142,501,72.76
143,501,93.24
89,501,91.38
90,501,50.13
51,501,66.37
52,501,63.12
53,501,55.16
80,502,96.5
81,502,87.32
82,502,83.61
112,502,95.82
113,502,61.3
29,502,75.23
30,502,82.26
31,502,91.92
34,502,99.61
35,502,76.86
110,503,87.39
111,503,84.98
172,503,92.97
173,503,70.68
138,503,96.28
139,503,93.23
140,503,73.95
54,503,54.78
55,503,54.51
56,503,60.18
176,503,68.32
177,503,75.27
178,503,59.39
201,504,57.07
202,504,75.71
203,504,59.78
147,504,95.04
148,504,98.52
149,504,88.62
29,504,76.73
30,504,53.93
31,504,60.5
4,504,81.1
5,504,76.36
6,504,76.9
196,505,81.88
197,505,84.69
244,505,74.45
245,505,80.12
246,505,67.19
172,505,81.13
173,505,80.99
41,506,90.44
42,506,76.13
165,506,85.29
166,506,83.87
194,506,98.67
195,506,95.83
138,506,98.56
139,506,77.7
140,506,68.76
54,507,68.05
55,507,75.94
56,507,94.35
144,507,93.27
145,507,68.84
146,507,67.26
80,507,81.04
81,507,60.76
82,507,60.28
119,507,92.69
120,507,79.38
121,507,65.55
172,507,88.11
173,507,78.6
179,508,77.39
180,508,85.82
75,508,52.05
76,508,52.77
77,508,59.8
196,508,76.64
197,508,90.96
221,508,93.31
222,508,59.45
223,508,56.36
179,509,80.34
180,509,90.82
61,509,65.59
62,509,57.85
63,509,84.46
135,509,93.82
136,509,78.71
137,509,87.23
206,509,62.11
207,509,88.16
208,509,52.6
49,510,79.38
50,510,96.19
172,510,58.67
173,510,75.75
102,510,57.74
103,510,95.23
212,511,64.76
213,511,99.51
214,511,64.79
179,511,70.08
180,511,59.83
106,511,54.19
107,511,94.13
57,512,67.82
58,512,59.79
93,512,52.7
94,512,53.14
130,512,61.17
131,512,59.49
132,512,90.42
162,513,64.84
163,513,72.49
164,513,76.64
66,513,83.59
67,513,54.99
73,513,52.37
74,513,99.99
95,513,87.02
96,513,68.03
97,513,77.45
117,513,83.18
118,513,65.64
167,514,72.83
168,514,87.07
169,514,85.4
236,514,61.87
237,514,90.01
238,514,66.28
78,514,94.32
79,514,55.98
51,514,77.92
52,514,98.69
53,514,79.88
147,515,54.91
148,515,70.33
149,515,80.69
61,515,95.24
62,515,63.35
63,515,57.64
95,515,70.85
96,515,84.22
97,515,96.75
236,515,95.87
237,515,90.18
238,515,51.15
15,515,98.58
16,515,95.89
17,515,87.41
201,516,99.11
202,516,69.03
203,516,80.79
152,516,50.86
153,516,94.76
59,516,94.41
60,516,92.49
215,516,86.34
216,516,81.82
32,517,58.0
33,517,62.5
71,517,90.0
72,517,56.17
212,517,76.78
213,517,70.87
214,517,75.17
106,517,56.3
107,517,84.35
152,518,81.64
153,518,74.96
150,518,96.39
151,518,70.11
135,518,82.52
136,518,69.05
137,518,80.91
102,519,88.95
103,519,97.73
138,519,51.52
139,519,59.68
140,519,63.55
219,519,78.65
220,519,96.62
154,519,54.32
155,519,50.19
156,519,67.26
29,520,61.52
30,520,83.1
31,520,81.71
165,520,96.12
166,520,97.36
32,520,67.58
33,520,56.48
95,520,56.63
96,520,81.36
97,520,52.46
138,521,60.06
139,521,57.29
140,521,52.33
209,521,82.27
210,521,73.17
211,521,92.26
102,521,77.94
103,521,80.78
165,522,86.75
166,522,62.7
194,522,59.57
195,522,73.15
49,522,56.1
50,522,80.5
64,522,54.42
65,522,66.73
212,522,95.05
213,522,90.57
214,522,66.56
73,523,99.79
74,523,94.23
54,523,90.14
55,523,51.15
56,523,96.49
144,523,95.68
145,523,97.39
146,523,69.97
114,523,90.3
115,523,52.2
116,523,77.62
227,523,58.68
228,523,96.77
229,523,59.1
43,524,50.64
44,524,89.16
45,524,92.36
247,524,94.32
248,524,63.17
249,524,97.73
73,525,69.96
74,525,98.99
54,525,98.3
55,525,52.08
56,525,78.98
119,525,62.86
120,525,54.17
121,525,75.13
39,525,86.43
40,525,75.25
247,526,71.78
248,526,98.15
249,526,62.98
43,526,51.76
44,526,95.03
45,526,66.46
215,527,92.05
216,527,71.57
191,527,56.73
192,527,75.74
193,527,74.61
98,527,75.43
99,527,75.52
27,527,86.4
28,527,69.05
221,527,71.28
222,527,99.13
223,527,98.83
179,528,81.17
180,528,61.88
61,528,60.3
62,528,82.95
63,528,52.62
119,528,82.36
120,528,94.25
121,528,56.9
186,529,79.58
187,529,94.24
98,529,99.61
99,529,89.97
209,529,93.41
210,529,77.8
211,529,50.46
27,529,63.97
28,529,91.54
154,530,63.85
155,530,87.66
156,530,95.13
93,530,53.98
94,530,78.87
174,530,50.77
175,530,75.45
91,531,60.37
92,531,56.06
15,531,86.05
16,531,62.82
17,531,99.74
36,531,79.34
37,531,99.52
38,531,66.13
108,532,62.29
109,532,58.42
18,532,85.91
19,532,64.49
20,532,53.67
224,532,85.56
225,532,56.1
226,532,72.98
165,532,78.17
166,532,52.39
73,532,68.08
74,532,65.38
64,533,56.41
65,533,61.97
162,533,67.92
163,533,54.65
164,533,86.77
135,533,73.71
136,533,81.98
137,533,91.0
36,533,66.57
37,533,61.05
38,533,82.88
100,533,69.69
101,533,50.39
91,534,77.83
92,534,93.23
75,534,87.96
76,534,70.2
77,534,81.34
138,534,87.41
139,534,70.69
140,534,89.98
221,534,69.0
222,534,83.04
223,534,79.65
91,535,58.34
92,535,88.71
176,535,96.96
177,535,76.74
178,535,59.28
27,535,94.3
28,535,76.28
80,535,58.24
81,535,76.83
82,535,50.08
201,536,88.2
202,536,76.35
203,536,57.71
219,536,68.68
220,536,52.09
217,536,94.91
218,536,75.71
196,536,71.35
197,536,86.37
61,537,84.08
62,537,91.59
63,537,74.25
179,537,70.48
180,537,74.76
206,537,50.92
207,537,97.45
208,537,63.93
119,537,90.09
120,537,60.94
121,537,98.68
36,538,86.7
37,538,78.73
38,538,91.55
162,538,73.75
163,538,57.33
164,538,61.55
135,538,81.81
136,538,54.06
137,538,73.88
100,538,94.86
101,538,84.18
64,538,85.46
65,538,79.99
194,539,57.93
195,539,75.15
43,539,81.13
44,539,63.73
45,539,85.43
91,539,98.27
92,539,54.35
27,539,84.29
28,539,85.29
36,539,64.56
37,539,76.33
38,539,84.2
110,540,99.14
111,540,57.82
46,540,72.19
47,540,88.03
48,540,91.95
154,540,82.6
155,540,89.5
156,540,80.94
160,541,71.22
161,541,66.73
241,541,63.41
242,541,70.31
243,541,89.36
170,541,53.6
171,541,67.91
43,542,82.07
44,542,65.53
45,542,55.58
247,542,70.17
248,542,76.47
249,542,71.34
160,543,96.77
161,543,50.4
130,543,90.45
131,543,78.29
132,543,60.33
184,543,86.82
185,543,90.91
41,543,53.05
42,543,55.51
236,543,89.21
237,543,91.86
238,543,54.29
64,544,86.82
65,544,78.78
167,544,82.61
168,544,57.76
169,544,96.1
188,544,57.23
189,544,76.22
190,544,87.97
75,544,89.59
76,544,60.75
77,544,88.61
128,545,80.01
129,545,73.98
186,545,70.51
187,545,52.44
80,545,81.42
81,545,88.31
82,545,71.79
239,545,84.71
240,545,97.75
13,545,90.22
14,545,93.71
89,546,98.54
90,546,63.73
224,546,89.68
225,546,59.83
226,546,65.0
21,546,50.25
22,546,91.93
23,546,66.68
201,547,60.96
202,547,87.39
203,547,68.74
230,547,94.06
231,547,69.96
232,547,99.34
4,547,74.3
5,547,96.43
6,547,66.31
160,548,63.63
161,548,94.04
236,548,67.25
237,548,79.29
238,548,94.62
66,548,52.05
67,548,94.53
114,548,74.23
115,548,63.37
116,548,87.39
80,549,99.53
81,549,81.65
82,549,56.89
119,549,56.8
120,549,81.46
121,549,87.47
144,549,69.75
145,549,84.84
146,549,89.67
39,549,81.2
40,549,53.15
227,549,79.97
228,549,57.66
229,549,76.54
4,550,99.07
5,550,70.44
6,550,86.94
230,550,96.27
231,550,57.68
232,550,75.07
73,550,86.89
74,550,58.54
83,550,54.27
84,550,94.06
85,550,67.87
201,550,66.05
202,550,94.3
203,550,89.23
57,551,91.92
58,551,60.88
102,551,62.3
103,551,50.98
247,551,74.86
248,551,67.01
249,551,66.0
147,551,56.94
148,551,95.71
149,551,69.31
112,551,70.84
113,551,60.88
236,552,80.37
237,552,69.88
238,552,82.07
160,552,63.35
161,552,87.42
114,552,50.13
115,552,78.06
116,552,88.84
93,553,51.12
94,553,74.02
1,553,67.17
2,553,83.32
3,553,94.69
135,553,84.85
136,553,96.91
137,553,80.36
241,554,53.23
242,554,74.16
243,554,68.52
165,554,57.66
166,554,83.88
75,554,63.87
76,554,54.8
77,554,65.34
128,555,89.04
129,555,66.95
138,555,83.61
139,555,71.47
140,555,63.78
83,555,77.07
84,555,76.0
85,555,83.65
209,555,62.23
210,555,89.03
211,555,66.82
239,556,78.52
240,556,63.61
128,556,72.25
129,556,67.53
80,556,89.01
81,556,79.12
82,556,51.84
186,556,50.94
187,556,66.31
13,556,86.26
14,556,63.17
165,557,89.69
166,557,60.51
110,557,91.77
111,557,61.13
154,557,88.29
155,557,76.85
156,557,82.86
39,558,55.09
40,558,92.99
57,558,90.04
58,558,58.74
215,558,57.04
216,558,50.13
191,558,79.11
192,558,88.38
193,558,92.93
250,558,52.69
251,558,70.25
252,558,97.47
247,559,62.05
248,559,93.26
249,559,67.29
32,559,68.0
33,559,73.19
133,559,56.25
134,559,52.55
212,559,52.39
213,559,56.15
214,559,66.65
179,559,62.61
180,559,72.74
236,560,61.44
237,560,64.39
238,560,98.05
15,560,62.02
16,560,53.59
17,560,94.72
61,560,63.12
62,560,76.83
63,560,56.67
125,560,67.62
126,560,68.26
127,560,98.1
114,561,66.84
115,561,62.73
116,561,61.16
130,561,63.52
131,561,98.32
132,561,81.69
54,561,65.45
55,561,69.68
56,561,66.44
93,562,82.44
94,562,73.38
100,562,80.98
101,562,65.7
181,562,61.89
182,562,57.23
183,562,68.34
57,563,68.64
58,563,77.63
147,563,91.7
148,563,83.71
149,563,79.1
112,563,98.4
113,563,67.2
110,564,87.34
111,564,65.07
57,564,74.39
58,564,96.4
138,564,54.89
139,564,70.44
140,564,52.22
43,565,89.37
44,565,95.5
45,565,88.67
247,565,63.12
248,565,82.01
249,565,88.83
7,566,70.53
8,566,61.92
9,566,87.08
198,566,82.76
199,566,98.12
200,566,65.1
66,566,50.09
67,566,50.91
204,566,55.09
205,566,70.02
215,567,79.65
216,567,98.79
108,567,81.68
109,567,54.8
244,567,86.48
245,567,74.64
246,567,79.49
221,568,86.02
222,568,90.33
223,568,84.68
122,568,98.71
123,568,56.22
124,568,67.46
130,568,65.97
131,568,67.0
132,568,52.09
186,568,85.64
187,568,74.97
128,569,64.17
129,569,85.69
186,569,70.12
187,569,56.13
98,569,51.27
99,569,80.42
209,569,69.42
210,569,50.96
211,569,73.01
27,569,80.79
28,569,51.56
66,570,92.32
67,570,87.9
212,570,71.92
213,570,51.76
214,570,69.16
174,570,78.64
175,570,82.31
114,570,78.73
115,570,74.44
116,570,71.62
160,570,79.87
161,570,97.21
43,571,65.63
44,571,84.0
45,571,69.89
247,571,85.18
248,571,55.49
249,571,89.91
39,572,78.92
40,572,89.03
64,572,83.23
65,572,88.53
157,572,96.17
158,572,71.21
159,572,70.09
167,572,62.5
168,572,99.91
169,572,89.53
108,572,74.34
109,572,62.01
54,573,93.96
55,573,89.78
56,573,85.16
15,573,79.72
16,573,52.27
17,573,52.89
110,573,56.4
111,573,76.7
176,573,60.72
177,573,88.95
178,573,98.35
125,573,61.52
126,573,67.27
127,573,55.32
165,574,59.69
166,574,50.37
91,574,63.61
92,574,52.36
95,574,73.4
96,574,92.86
97,574,58.25
191,575,81.76
192,575,98.78
193,575,61.34
49,575,70.26
50,575,83.62
29,575,61.25
30,575,73.99
31,575,88.59
215,575,78.39
216,575,72.08
221,575,91.01
222,575,53.13
223,575,84.73
29,576,76.01
30,576,51.12
31,576,85.18
80,576,92.71
81,576,94.57
82,576,50.55
13,576,52.58
14,576,72.81
34,576,86.05
35,576,90.23
112,576,88.71
113,576,71.85
172,577,68.24
173,577,90.69
13,577,69.49
14,577,51.26
46,577,58.71
47,577,92.49
48,577,59.07
184,577,99.58
185,577,70.75
39,577,94.85
40,577,73.54
83,578,79.56
84,578,63.22
85,578,88.92
73,578,53.42
74,578,94.32
100,578,93.2
101,578,76.15
114,578,71.46
115,578,79.16
116,578,54.42
219,579,56.31
220,579,56.42
104,579,59.81
105,579,90.11
102,579,53.78
103,579,81.33
147,579,58.32
148,579,93.34
149,579,90.26
179,580,54.13
180,580,55.41
75,580,74.46
76,580,82.1
77,580,78.38
212,580,98.92
213,580,92.15
214,580,90.5
10,581,93.26
11,581,69.72
12,581,87.91
201,581,65.92
202,581,98.19
203,581,81.46
86,581,63.64
87,581,95.74
88,581,85.0
89,582,59.04
90,582,84.32
253,582,65.85
254,582,64.32
64,582,53.82
65,582,76.04
108,582,89.86
109,582,84.38
176,583,83.29
177,583,88.23
178,583,84.81
172,583,54.27
173,583,69.1
54,583,72.51
55,583,75.56
56,583,50.91
110,583,66.91
111,583,52.9
125,583,77.63
126,583,82.4
127,583,76.99
93,584,84.5
94,584,60.82
43,584,91.88
44,584,86.11
45,584,75.65
241,584,89.02
242,584,76.85
243,584,94.89
89,584,93.1
90,584,96.95
162,585,63.01
163,585,83.54
164,585,58.29
98,585,97.31
99,585,63.05
64,585,76.11
65,585,59.92
104,585,66.18
105,585,98.74
110,586,94.97
111,586,55.56
172,586,72.15
173,586,77.09
54,586,95.57
55,586,50.57
56,586,50.08
176,586,74.08
177,586,88.89
178,586,96.01
125,586,73.44
126,586,74.15
127,586,86.62
157,587,50.53
158,587,71.09
159,587,83.25
46,587,71.77
47,587,98.57
48,587,61.86
196,587,73.25
197,587,57.22
201,587,80.19
202,587,50.13
203,587,71.05
217,587,74.14
218,587,91.92
43,588,81.83
44,588,59.28
45,588,54.69
91,588,57.36
92,588,64.1
27,588,76.18
28,588,75.81
36,588,78.05
37,588,82.84
38,588,55.15
100,588,69.5
101,588,78.72
152,589,52.24
153,589,94.3
196,589,83.56
197,589,69.36
253,589,64.87
254,589,66.43
43,590,70.03
44,590,80.74
45,590,73.36
89,590,55.46
90,590,80.64
1,590,70.06
2,590,66.15
3,590,95.31
172,591,87.64
173,591,80.46
184,591,51.02
185,591,89.23
46,591,62.51
47,591,89.88
48,591,51.66
174,592,78.23
175,592,85.48
141,592,74.33
142,592,50.77
143,592,64.92
89,592,66.81
90,592,83.1
215,593,55.72
216,593,98.07
150,593,72.53
151,593,52.65
125,593,77.62
126,593,86.87
127,593,68.69
34,593,78.69
35,593,59.39
244,594,99.67
245,594,57.11
246,594,69.56
43,594,97.72
44,594,73.12
45,594,58.76
108,594,98.04
109,594,96.11
201,594,53.35
202,594,62.45
203,594,95.07
152,594,86.43
153,594,89.05
32,595,67.05
33,595,58.59
15,595,89.79
16,595,57.03
17,595,55.65
41,595,78.57
42,595,96.46
157,595,51.25
158,595,85.39
159,595,72.77
250,595,89.63
251,595,75.72
252,595,57.08
24,596,92.15
25,596,80.17
26,596,59.95
15,596,99.68
16,596,77.26
17,596,87.8
68,596,91.38
69,596,59.61
70,596,91.96
174,596,81.94
175,596,50.21
98,597,68.1
99,597,61.97
209,597,90.17
210,597,92.56
211,597,74.0
128,597,66.9
129,597,62.69
128,598,78.7
129,598,88.57
57,598,85.3
58,598,56.11
10,598,93.8
11,598,86.72
12,598,65.21
138,598,95.37
139,598,88.26
140,598,57.53
104,598,77.15
105,598,59.47
239,599,78.57
240,599,68.38
75,599,97.58
76,599,79.15
77,599,74.11
188,599,78.91
189,599,96.59
190,599,66.94
68,600,87.92
69,600,80.14
70,600,55.0
100,600,96.45
101,600,54.07
54,600,74.3
55,600,51.34
56,600,51.63
24,600,70.54
25,600,72.6
26,600,52.85
147,600,78.66
148,600,53.69
149,600,62.68
188,601,96.64
189,601,69.1
190,601,66.5
59,601,98.16
60,601,62.67
181,601,90.46
182,601,88.04
183,601,81.56
154,602,79.53
155,602,60.44
156,602,72.41
172,602,77.93
173,602,55.77
93,602,77.87
94,602,88.2
150,603,70.19
151,603,73.24
147,603,83.36
148,603,92.89
149,603,50.47
100,603,63.99
101,603,65.51
91,604,97.09
92,604,82.8
34,604,85.72
35,604,79.36
110,604,85.8
111,604,83.82
27,604,83.41
28,604,61.66
78,605,54.0
79,605,88.13
49,605,88.02
50,605,52.23
114,605,61.29
115,605,63.21
116,605,89.56
172,605,87.42
173,605,86.13
73,605,72.56
74,605,95.62
212,606,99.18
213,606,94.81
214,606,63.2
95,606,93.41
96,606,55.82
97,606,50.02
32,606,77.14
33,606,94.85
133,606,92.94
134,606,79.33
209,607,85.05
210,607,99.16
211,607,86.27
128,607,60.86
129,607,55.85
98,607,54.64
99,607,67.22
27,607,50.98
28,607,67.05
186,607,64.48
187,607,74.18
41,608,72.75
42,608,88.97
29,608,79.18
30,608,96.96
31,608,90.88
91,608,85.91
92,608,64.94
165,608,73.87
166,608,91.6
80,609,55.26
81,609,52.56
82,609,97.67
227,609,78.81
228,609,69.61
229,609,94.06
144,609,68.1
145,609,83.68
146,609,67.55
128,609,67.07
129,609,57.49
15,610,78.26
16,610,72.8
17,610,58.32
110,610,84.16
111,610,60.5
59,610,75.35
60,610,63.42
212,610,99.45
213,610,51.24
214,610,60.16
186,610,50.52
187,610,75.37
100,611,97.83
101,611,69.01
135,611,92.91
136,611,87.08
137,611,50.57
36,611,71.69
37,611,86.18
38,611,86.45
64,611,59.1
65,611,93.28
162,611,82.5
163,611,93.15
164,611,53.38
49,612,75.97
50,612,96.57
61,612,89.09
62,612,73.82
63,612,81.24
147,612,93.12
148,612,94.16
149,612,94.52
95,612,71.95
96,612,68.73
97,612,52.04
43,613,82.71
44,613,78.48
45,613,94.65
247,613,70.31
248,613,68.81
249,613,74.85
68,614,79.46
69,614,93.97
70,614,90.39
227,614,96.14
228,614,53.49
229,614,89.27
236,614,52.76
237,614,71.89
238,614,61.92
29,614,67.88
30,614,56.5
31,614,79.85
138,615,58.62
139,615,83.03
140,615,51.62
125,615,76.98
126,615,95.05
127,615,95.81
110,615,64.37
111,615,58.2
172,615,59.63
173,615,97.08
194,616,62.09
195,616,89.39
27,616,60.78
28,616,79.47
15,616,61.49
16,616,64.0
17,616,51.13
91,616,70.06
92,616,85.42
100,616,51.38
101,616,92.41
7,617,97.38
8,617,78.3
9,617,98.72
179,617,85.39
180,617,84.0
174,617,50.12
175,617,80.6
32,618,82.72
33,618,59.54
75,618,71.88
76,618,94.0
77,618,66.16
66,618,57.03
67,618,65.28
217,618,56.83
218,618,67.18
57,619,74.12
58,619,91.73
219,619,51.65
220,619,69.13
247,619,97.01
248,619,62.69
249,619,94.29
112,619,77.78
113,619,64.36
174,620,73.94
175,620,97.35
224,620,62.27
225,620,55.82
226,620,78.93
154,620,87.67
155,620,89.98
156,620,89.17
21,620,62.8
22,620,68.11
23,620,98.15
188,620,95.23
189,620,76.47
190,620,50.32
7,621,62.38
8,621,72.2
9,621,88.01
135,621,65.13
136,621,56.6
137,621,66.65
119,621,51.49
120,621,77.86
121,621,98.55
204,621,71.21
205,621,76.5
4,622,98.03
5,622,77.22
6,622,51.37
219,622,59.02
220,622,61.43
43,622,79.5
44,622,56.5
45,622,56.12
57,622,94.39
58,622,95.85
119,623,51.71
120,623,94.97
121,623,81.07
184,623,85.85
185,623,66.3
233,623,70.06
234,623,70.74
235,623,60.44
100,623,79.59
101,623,78.83
95,624,56.59
96,624,90.56
97,624,78.29
29,624,88.84
30,624,57.97
31,624,94.28
154,624,74.85
155,624,91.32
156,624,84.98
83,624,62.58
84,624,57.88
85,624,65.49
4,625,68.11
5,625,70.43
6,625,78.81
18,625,55.66
19,625,95.79
20,625,78.87
147,625,65.49
148,625,55.74
149,625,50.42
21,626,59.73
22,626,59.14
23,626,77.84
174,626,50.33
175,626,50.22
172,626,66.21
173,626,85.08
93,626,58.94
94,626,74.38
170,627,66.92
171,627,53.96
188,627,96.95
189,627,57.36
190,627,57.96
176,627,85.17
177,627,87.61
178,627,54.11
198,627,94.37
199,627,68.04
200,627,68.33
160,627,63.58
161,627,69.92
32,628,76.49
33,628,80.98
162,628,82.93
163,628,84.81
164,628,52.78
43,628,94.4
44,628,70.29
45,628,56.58
119,628,73.32
120,628,82.51
121,628,50.9
212,629,54.88
213,629,58.56
214,629,84.05
15,629,78.56
16,629,62.64
17,629,58.54
186,629,52.54
187,629,93.39
117,630,69.91
118,630,74.06
73,630,95.43
74,630,67.08
66,630,86.75
67,630,96.6
230,631,90.25
231,631,60.08
232,631,78.64
4,631,68.62
5,631,97.62
6,631,57.09
73,631,61.9
74,631,77.77
83,631,69.89
84,631,85.36
85,631,50.52
236,631,52.45
237,631,54.4
238,631,62.98
46,632,72.27
47,632,79.72
48,632,61.46
75,632,70.07
76,632,53.77
77,632,87.08
110,632,76.58
111,632,75.01
7,632,54.99
8,632,81.71
9,632,50.35
89,633,68.25
90,633,86.12
174,633,78.27
175,633,74.82
141,633,99.06
142,633,98.77
143,633,83.47
104,633,51.39
105,633,56.46
51,633,53.68
52,633,56.53
53,633,55.96
15,634,78.12
16,634,77.49
17,634,86.04
157,634,56.32
158,634,61.34
159,634,57.47
59,634,78.26
60,634,92.09
191,635,91.57
192,635,78.77
193,635,92.55
160,635,87.7
161,635,79.27
117,635,75.28
118,635,79.67
1,635,55.16
2,635,76.78
3,635,96.9
247,636,95.43
248,636,95.72
249,636,90.53
95,636,53.87
96,636,92.12
97,636,90.1
91,636,82.3
92,636,54.16
179,636,80.08
180,636,98.68
51,637,95.2
52,637,73.33
53,637,91.52
34,637,72.97
35,637,84.8
41,637,55.53
42,637,89.59
7,637,65.49
8,637,59.18
9,637,78.06
227,637,73.39
228,637,61.91
229,637,70.6
64,638,69.27
65,638,67.29
162,638,53.99
163,638,96.28
164,638,61.89
54,638,53.5
55,638,65.02
56,638,78.76
217,638,98.84
218,638,89.59
66,638,73.49
67,638,72.48
110,639,87.99
111,639,82.29
27,639,85.41
28,639,73.05
59,639,58.59
60,639,87.57
98,640,64.85
99,640,81.77
244,640,59.88
245,640,94.17
246,640,93.0
104,640,81.13
105,640,73.12
119,640,74.77
120,640,80.18
121,640,93.35
201,641,68.1
202,641,55.52
203,641,95.2
236,641,87.63
237,641,92.57
238,641,61.14
83,641,75.93
84,641,83.82
85,641,52.15
4,641,57.83
5,641,95.79
6,641,52.34
239,642,90.3
240,642,63.51
186,642,76.7
187,642,50.94
93,642,64.84
94,642,64.65
75,642,79.06
76,642,70.94
77,642,52.53
181,642,51.53
182,642,52.49
183,642,64.35
147,643,80.07
148,643,70.95
149,643,67.72
201,643,61.4
202,643,70.76
203,643,64.4
29,643,58.39
30,643,69.1
31,643,88.96
83,643,84.69
84,643,56.92
85,643,68.3
18,643,79.69
19,643,96.14
20,643,61.04
157,644,89.09
158,644,61.55
159,644,79.77
188,644,54.23
189,644,97.87
190,644,96.15
253,644,81.48
254,644,52.93
80,645,55.01
81,645,66.6
82,645,73.34
247,645,55.44
248,645,85.54
249,645,87.61
34,645,59.22
35,645,59.11
233,645,65.54
234,645,53.29
235,645,74.57
196,646,93.31
197,646,71.06
217,646,98.48
218,646,50.64
219,646,50.58
220,646,53.29
73,647,63.29
74,647,95.92
117,647,89.86
118,647,60.87
162,647,66.5
163,647,76.37
164,647,86.85
95,647,72.42
96,647,65.31
97,647,57.9
198,648,76.94
199,648,62.12
200,648,89.7
66,648,88.08
67,648,88.1
247,648,80.82
248,648,84.22
249,648,95.58
64,648,74.06
65,648,73.83
204,648,96.71
205,648,99.15
206,649,62.46
207,649,79.76
208,649,89.48
119,649,58.31
120,649,88.46
121,649,58.18
135,649,65.06
136,649,86.43
137,649,61.81
61,649,66.22
62,649,52.14
63,649,60.14
179,649,80.26
180,649,50.79
18,650,51.9
19,650,98.57
20,650,52.78
29,650,65.03
30,650,72.66
31,650,53.38
147,650,92.04
148,650,65.59
149,650,57.28
201,650,75.16
202,650,62.47
203,650,86.88
27,651,66.24
28,651,62.99
